,message,Direct Harassment,Hate Speech,Sexual Harassment,Trolling,Others,Toxic,cleaned_message,POS,tagCounts,preprocessed_1,POS-SEQ,None,words,uppercase_word_count,punctuation_count,not_in_vocab_words,not_in_vocab_words_count
3215,:_terroriserRedCoin::_terroriserRedCoin::_terroriserRedCoin::_terroriserRedCoin::_terroriserRedCoin::_terroriserRedCoin:,0.0,0.0,0.0,0.0,0.0,0.0,:_terroriserRedCoin::_terroriserRedCoin::_terroriserRedCoin::_terroriserRedCoin::_terroriserRedCoin::_terroriserRedCoin:,"[(':', 'PUNCT'), ('_', 'DET'), ('terroriserRedCoin::_terroriserRedCoin::_terroriserRedCoin::_terroriserRedCoin::_terroriserRedCoin::_terroriserRedCoin', 'PROPN'), (':', 'PUNCT')]","{'PUNCT': 2, 'DET': 1, 'PROPN': 1}",terroriserredcoin::_terroriserredcoin::_terroriserredcoin::_terroriserredcoin::_terroriserredcoin::_terroriserredcoin,PROPN,1.0,terroriserRedCoin::_terroriserRedCoin::_terroriserRedCoin::_terroriserRedCoin::_terroriserRedCoin::_terroriserRedCoin,0,18,terroriserredcoin::_terroriserredcoin::_terroriserredcoin::_terroriserredcoin::_terroriserredcoin::_terroriserredcoin,1
3216,:_terroriserBlueCoin:,0.0,0.0,0.0,0.0,0.0,0.0,:_terroriserBlueCoin:,"[(':', 'PUNCT'), ('_', 'PROPN'), ('terroriserBlueCoin', 'PROPN'), (':', 'PUNCT')]","{'PUNCT': 2, 'PROPN': 2}",terroriserbluecoin,PROPN PROPN,1.0,terroriserBlueCoin,0,3,terroriserbluecoin,1
3217,loving youuuu,0.0,0.0,0.0,0.0,0.0,0.0,loving youuuu,"[('love', 'VERB'), ('youuuu', 'NOUN')]","{'VERB': 1, 'NOUN': 1}",love youuuu,VERB NOUN,1.0,love youuuu,0,0,youuuu,1
3218,i think fresh and nogla,0.0,0.0,0.0,0.0,0.0,0.0,i think fresh and nogla,"[('I', 'PRON'), ('think', 'VERB'), ('fresh', 'ADJ'), ('and', 'CCONJ'), ('nogla', 'PROPN')]","{'PRON': 1, 'VERB': 1, 'ADJ': 1, 'CCONJ': 1, 'PROPN': 1}",think fresh nogla,PRON VERB ADJ PROPN,1.0,think fresh nogla,0,0,nogla,1
3219,:_terroriserLeo:,0.0,0.0,0.0,0.0,0.0,0.0,:_terroriserLeo:,"[(':', 'PUNCT'), ('_', 'NOUN'), ('terroriserLeo', 'PUNCT'), (':', 'PUNCT')]","{'PUNCT': 3, 'NOUN': 1}",terroriserleo,NOUN,1.0,terroriserLeo,0,3,terroriserleo,1
3220,Got dip,0.0,0.0,0.0,0.0,0.0,0.0,Got dip,"[('get', 'VERB'), ('dip', 'NOUN')]","{'VERB': 1, 'NOUN': 1}",get dip,VERB NOUN,1.0,get dip,0,0,,0
3221,:buffering:,0.0,0.0,0.0,0.0,0.0,0.0,:buffering:,"[(':', 'PUNCT'), ('buffering', 'NOUN'), (':', 'PUNCT')]","{'PUNCT': 2, 'NOUN': 1}",buffering,NOUN,1.0,buffering,0,2,buffering,1
3222,its so good,0.0,0.0,0.0,0.0,0.0,0.0,its so good,"[('its', 'PRON'), ('so', 'ADV'), ('good', 'ADJ')]","{'PRON': 1, 'ADV': 1, 'ADJ': 1}",so good,ADJ,1.0,good,0,0,,0
3223,:_terroriser1up::_terroriser1up:,0.0,0.0,0.0,0.0,0.0,0.0,:_terroriser1up::_terroriser1up:,"[(':', 'PUNCT'), ('_', 'PROPN'), ('terroriser1up::_terroriser1up', 'PROPN'), (':', 'PUNCT')]","{'PUNCT': 2, 'PROPN': 2}",terroriser1up::_terroriser1up,PROPN PROPN,1.0,terroriser1up::_terroriser1up,0,6,terroriser1up::_terroriser1up,1
3224,"everyone, to troll terroriser, lets all unsub",0.0,0.0,0.0,0.0,0.0,0.0,"everyone, to troll terroriser, let us all unsub","[('everyone', 'PRON'), (',', 'PUNCT'), ('to', 'PART'), ('troll', 'VERB'), ('terroriser', 'ADV'), (',', 'PUNCT'), ('let', 'VERB'), ('we', 'PRON'), ('all', 'DET'), ('unsub', 'NOUN')]","{'PRON': 2, 'PUNCT': 2, 'PART': 1, 'VERB': 2, 'ADV': 1, 'DET': 1, 'NOUN': 1}",to troll terroriser let unsub,PRON VERB ADV VERB NOUN,1.0,everyone troll terroriser let unsub,0,2,terroriser unsub,2
3225,oh you see the progress they made on the ocarina of time for unreal engine?,0.0,0.0,0.0,0.0,0.0,0.0,oh you see the progress they made on the ocarina of time for unreal engine?,"[('oh', 'INTJ'), ('you', 'PRON'), ('see', 'VERB'), ('the', 'DET'), ('progress', 'NOUN'), ('they', 'PRON'), ('make', 'VERB'), ('on', 'ADP'), ('the', 'DET'), ('ocarina', 'NOUN'), ('of', 'ADP'), ('time', 'NOUN'), ('for', 'ADP'), ('unreal', 'ADJ'), ('engine', 'NOUN'), ('?', 'PUNCT')]","{'INTJ': 1, 'PRON': 2, 'VERB': 2, 'DET': 2, 'NOUN': 4, 'ADP': 3, 'ADJ': 1, 'PUNCT': 1}",oh see progress make ocarina time unreal engine,INTJ VERB NOUN VERB NOUN NOUN ADJ NOUN,1.0,oh see progress make ocarina time unreal engine,0,1,ocarina unreal,2
3226,:_terroriserStar::_terroriser1up::_terroriser1up::_terroriser1up::_terroriserStar::_terroriserStar:,0.0,0.0,0.0,0.0,0.0,0.0,:_terroriserStar::_terroriser1up::_terroriser1up::_terroriser1up::_terroriserStar::_terroriserStar:,"[(':', 'PUNCT'), ('_', 'PROPN'), ('terroriserStar::_terroriser1up::_terroriser1up::_terroriser1up::_terroriserStar::_terroriserStar', 'PROPN'), (':', 'PUNCT')]","{'PUNCT': 2, 'PROPN': 2}",terroriserstar::_terroriser1up::_terroriser1up::_terroriser1up::_terroriserstar::_terroriserstar,PROPN PROPN,1.0,terroriserStar::_terroriser1up::_terroriser1up::_terroriser1up::_terroriserStar::_terroriserStar,0,18,terroriserstar::_terroriser1up::_terroriser1up::_terroriser1up::_terroriserstar::_terroriserstar,1
3227,If only YouTube had dark mod on.,0.0,0.0,0.0,0.0,0.0,0.0,If only YouTube had dark mod on.,"[('if', 'SCONJ'), ('only', 'ADV'), ('YouTube', 'PROPN'), ('have', 'VERB'), ('dark', 'ADJ'), ('mod', 'NOUN'), ('on', 'ADV'), ('.', 'PUNCT')]","{'SCONJ': 1, 'ADV': 2, 'PROPN': 1, 'VERB': 1, 'ADJ': 1, 'NOUN': 1, 'PUNCT': 1}",only youtube have dark mod on,PROPN ADJ NOUN,1.0,YouTube dark mod,0,1,,0
3228,No people arent,0.0,0.0,0.0,0.0,0.0,0.0,No people are not,"[('no', 'DET'), ('people', 'NOUN'), ('be', 'AUX'), ('not', 'PART')]","{'DET': 1, 'NOUN': 1, 'AUX': 1, 'PART': 1}",people nt,NOUN,1.0,people,0,0,,0
3229,ba-ba-ba-baba-ba It's pickle!,0.0,0.0,0.0,0.0,0.0,0.0,ba-ba-ba-baba-ba it is pickle!,"[('ba', 'PROPN'), ('-', 'PUNCT'), ('ba', 'PROPN'), ('-', 'PUNCT'), ('ba', 'PROPN'), ('-', 'PUNCT'), ('baba', 'PROPN'), ('-', 'PUNCT'), ('ba', 'PROPN'), ('it', 'PRON'), ('be', 'AUX'), ('pickle', 'NOUN'), ('!', 'PUNCT')]","{'PROPN': 5, 'PUNCT': 5, 'PRON': 1, 'AUX': 1, 'NOUN': 1}",ba ba ba baba ba pickle,PROPN PROPN PROPN PROPN PROPN NOUN,1.0,ba ba ba baba ba pickle,0,5,,0
3230,no fans but has almost 22k live viewers you doing amazing🤟👍,0.0,0.0,0.0,0.0,0.0,0.0,no fans but has almost 22k live viewers you doing amazing🤟👍,"[('no', 'DET'), ('fan', 'NOUN'), ('but', 'CCONJ'), ('have', 'VERB'), ('almost', 'ADV'), ('22k', 'NOUN'), ('live', 'VERB'), ('viewer', 'NOUN'), ('you', 'PRON'), ('do', 'VERB'), ('amazing', 'ADJ'), ('🤟', 'EMOJI'), ('👍', 'EMOJI')]","{'DET': 1, 'NOUN': 3, 'CCONJ': 1, 'VERB': 3, 'ADV': 1, 'PRON': 1, 'ADJ': 1, 'EMOJI': 2}",fan have almost 22k live viewer do amazing 👍,NOUN ADV NOUN VERB NOUN ADJ EMOJI EMOJI,1.0,fan almost 22k live viewer amazing,0,0,22k,1
3231,Oi,0.0,0.0,0.0,0.0,0.0,0.0,Oi,"[('oi', 'INTJ')]",{'INTJ': 1},oi,INTJ,1.0,oi,0,0,,0
3232,yo brian,0.0,0.0,0.0,0.0,0.0,0.0,yo brian,"[('yo', 'PROPN'), ('brian', 'PROPN')]",{'PROPN': 2},yo brian,PROPN PROPN,1.0,yo brian,0,0,,0
3233,who is watching three streamers at the same time here,0.0,0.0,0.0,0.0,0.0,0.0,who is watching three streamers at the same time here,"[('who', 'PRON'), ('be', 'AUX'), ('watch', 'VERB'), ('three', 'NUM'), ('streamer', 'NOUN'), ('at', 'ADP'), ('the', 'DET'), ('same', 'ADJ'), ('time', 'NOUN'), ('here', 'ADV')]","{'PRON': 1, 'AUX': 1, 'VERB': 1, 'NUM': 1, 'NOUN': 2, 'ADP': 1, 'DET': 1, 'ADJ': 1, 'ADV': 1}",watch three streamer same time here,VERB NUM NOUN NOUN,1.0,watch three streamer time,0,0,streamer,1
3234,:_terroriserStar::_terroriserStar::_terroriserStar::_terroriserStar:,0.0,0.0,0.0,0.0,0.0,0.0,:_terroriserStar::_terroriserStar::_terroriserStar::_terroriserStar:,"[(':', 'PUNCT'), ('_', 'PROPN'), ('terroriserstar::_terroriserstar::_terroriserstar::_terroriserstar', 'NUM'), (':', 'PUNCT')]","{'PUNCT': 2, 'PROPN': 1, 'NUM': 1}",terroriserstar::_terroriserstar::_terroriserstar::_terroriserstar,PROPN NUM,1.0,terroriserstar::_terroriserstar::_terroriserstar::_terroriserstar,0,12,terroriserstar::_terroriserstar::_terroriserstar::_terroriserstar,1
3235,toxica,0.0,0.0,0.0,0.0,0.0,0.0,toxica,"[('toxica', 'PROPN')]",{'PROPN': 1},toxica,PROPN,1.0,toxica,0,0,toxica,1
3236,m:_terroriserStar::_terroriser1up::_terroriser1up::_terroriser1up::_terroriser1up::_terroriserStar::_terroriserStar::_terroriserStar::_terroriserTesla:,0.0,0.0,0.0,0.0,0.0,0.0,m:_terroriserStar::_terroriser1up::_terroriser1up::_terroriser1up::_terroriser1up::_terroriserStar::_terroriserStar::_terroriserStar::_terroriserTesla:,"[('m:_terroriserStar::_terroriser1up::_terroriser1up::_terroriser1up::_terroriser1up::_terroriserStar::_terroriserStar::_terroriserStar::_terroriserTesla', 'PROPN'), (':', 'PUNCT')]","{'PROPN': 1, 'PUNCT': 1}",m:_terroriserstar::_terroriser1up::_terroriser1up::_terroriser1up::_terroriser1up::_terroriserstar::_terroriserstar::_terroriserstar::_terrorisertesla,PROPN,1.0,m:_terroriserStar::_terroriser1up::_terroriser1up::_terroriser1up::_terroriser1up::_terroriserStar::_terroriserStar::_terroriserStar::_terroriserTesla,0,27,m:_terroriserstar::_terroriser1up::_terroriser1up::_terroriser1up::_terroriser1up::_terroriserstar::_terroriserstar::_terroriserstar::_terrorisertesla,1
3237,love u,0.0,0.0,0.0,0.0,0.0,0.0,love you,"[('love', 'VERB'), ('you', 'PRON')]","{'VERB': 1, 'PRON': 1}",love u,VERB,1.0,love,0,0,,0
3238,:_terroriserStar::_terroriserStar::_terroriserStar::_terroriserStar::_terroriserStar:,0.0,0.0,0.0,0.0,0.0,0.0,:_terroriserStar::_terroriserStar::_terroriserStar::_terroriserStar::_terroriserStar:,"[(':', 'PUNCT'), ('_', 'DET'), ('terroriserstar::_terroriserstar::_terroriserstar::_terroriserstar::_terroriserstar', 'NOUN'), (':', 'PUNCT')]","{'PUNCT': 2, 'DET': 1, 'NOUN': 1}",terroriserstar::_terroriserstar::_terroriserstar::_terroriserstar::_terroriserstar,NOUN,1.0,terroriserstar::_terroriserstar::_terroriserstar::_terroriserstar::_terroriserstar,0,15,terroriserstar::_terroriserstar::_terroriserstar::_terroriserstar::_terroriserstar,1
3239,I just joined who's the impostor?,0.0,0.0,0.0,0.0,0.0,0.0,I just joined who is the impostor?,"[('I', 'PRON'), ('just', 'ADV'), ('join', 'VERB'), ('who', 'PRON'), ('be', 'AUX'), ('the', 'DET'), ('impostor', 'NOUN'), ('?', 'PUNCT')]","{'PRON': 2, 'ADV': 1, 'VERB': 1, 'AUX': 1, 'DET': 1, 'NOUN': 1, 'PUNCT': 1}",just join impostor,PRON VERB NOUN,1.0,join impostor,1,1,impostor,1
3240,things are better now,0.0,0.0,0.0,0.0,0.0,0.0,things are better now,"[('thing', 'NOUN'), ('be', 'AUX'), ('well', 'ADJ'), ('now', 'ADV')]","{'NOUN': 1, 'AUX': 1, 'ADJ': 1, 'ADV': 1}",thing well now,NOUN ADJ,1.0,thing well,0,0,,0
3241,:yt::washhands:,0.0,0.0,0.0,0.0,0.0,0.0,:yt::washhands:,"[(':', 'PUNCT'), ('yt::washhands', 'X'), (':', 'PUNCT')]","{'PUNCT': 2, 'X': 1}",yt::washhands,X,1.0,yt::washhands,0,4,yt::washhands,1
3242,"Hii, its been awhile since I've watched one if your streams",0.0,0.0,0.0,0.0,0.0,0.0,"Hii, its been awhile since I have watched one if your streams","[('Hii', 'PROPN'), (',', 'PUNCT'), ('its', 'PRON'), ('be', 'VERB'), ('awhile', 'ADJ'), ('since', 'SCONJ'), ('I', 'PRON'), ('have', 'AUX'), ('watch', 'VERB'), ('one', 'NUM'), ('if', 'SCONJ'), ('your', 'PRON'), ('stream', 'NOUN')]","{'PROPN': 1, 'PUNCT': 1, 'PRON': 3, 'VERB': 2, 'ADJ': 1, 'SCONJ': 2, 'AUX': 1, 'NUM': 1, 'NOUN': 1}",hii be awhile watch one stream,PROPN ADJ PRON VERB NUM NOUN,1.0,Hii awhile since watch one stream,1,1,,0
3243,Love the new haircut,0.0,0.0,0.0,0.0,0.0,0.0,Love the new haircut,"[('love', 'VERB'), ('the', 'DET'), ('new', 'ADJ'), ('haircut', 'NOUN')]","{'VERB': 1, 'DET': 1, 'ADJ': 1, 'NOUN': 1}",love new haircut,VERB ADJ NOUN,1.0,love new haircut,0,0,,0
3244,❤ dead channels,0.0,0.0,0.0,0.0,0.0,0.0,❤ dead channels,"[('❤', 'EMOJI'), ('dead', 'ADJ'), ('channel', 'NOUN')]","{'EMOJI': 1, 'ADJ': 1, 'NOUN': 1}",❤ dead channel,EMOJI ADJ NOUN,1.0,dead channel,0,0,,0
3245,we are chill 🙂,0.0,0.0,0.0,0.0,0.0,0.0,we are chill 🙂,"[('we', 'PRON'), ('be', 'AUX'), ('chill', 'NOUN'), ('🙂', 'EMOJI')]","{'PRON': 1, 'AUX': 1, 'NOUN': 1, 'EMOJI': 1}",chill 🙂,NOUN EMOJI,1.0,chill,0,0,,0
3246,yeah bro we chill,0.0,0.0,0.0,0.0,0.0,0.0,yeah bro we chill,"[('yeah', 'INTJ'), ('bro', 'INTJ'), ('we', 'PRON'), ('chill', 'VERB')]","{'INTJ': 2, 'PRON': 1, 'VERB': 1}",yeah bro chill,INTJ INTJ VERB,1.0,yeah bro chill,0,0,,0
3247,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,0.0,0.0,0.0,0.0,0.0,0.0,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,"[(':', 'PUNCT'), ('_', 'NOUN'), ('terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo', 'VERB'), (':', 'PUNCT')]","{'PUNCT': 2, 'NOUN': 1, 'VERB': 1}",terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo,NOUN VERB,1.0,terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo,0,12,terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo,1
3248,dont you have it on slow?,0.0,0.0,0.0,0.0,0.0,0.0,do not you have it on slow?,"[('do', 'AUX'), ('not', 'PART'), ('you', 'PRON'), ('have', 'VERB'), ('it', 'PRON'), ('on', 'ADP'), ('slow', 'ADJ'), ('?', 'PUNCT')]","{'AUX': 1, 'PART': 1, 'PRON': 2, 'VERB': 1, 'ADP': 1, 'ADJ': 1, 'PUNCT': 1}",have slow,ADJ,1.0,slow,0,1,,0
3249,yoo those are dope emotes,0.0,0.0,0.0,0.0,0.0,0.0,yoo those are dope emotes,"[('yoo', 'PROPN'), ('those', 'DET'), ('be', 'AUX'), ('dope', 'NOUN'), ('emote', 'VERB')]","{'PROPN': 1, 'DET': 1, 'AUX': 1, 'NOUN': 1, 'VERB': 1}",yoo dope emote,PROPN NOUN VERB,1.0,yoo dope emote,0,0,,0
3250,What's 1024?,0.0,0.0,0.0,0.0,0.0,0.0,what is 1024?,"[('what', 'PRON'), ('be', 'AUX'), ('1024', 'NUM'), ('?', 'PUNCT')]","{'PRON': 1, 'AUX': 1, 'NUM': 1, 'PUNCT': 1}",1024,NUM,1.0,1024,0,1,1024,1
3251,:_terroriserLeo:,0.0,0.0,0.0,0.0,0.0,0.0,:_terroriserLeo:,"[(':', 'PUNCT'), ('_', 'NOUN'), ('terroriserLeo', 'PUNCT'), (':', 'PUNCT')]","{'PUNCT': 3, 'NOUN': 1}",terroriserleo,NOUN,1.0,terroriserLeo,0,3,terroriserleo,1
3252,Ho ho ho,0.0,0.0,0.0,0.0,0.0,0.0,Ho ho ho,"[('Ho', 'PROPN'), ('ho', 'X'), ('ho', 'X')]","{'PROPN': 1, 'X': 2}",ho ho ho,PROPN X X,1.0,Ho ho ho,0,0,,0
3253,But Mario super relaxing game series ever since i played it back on N64,0.0,0.0,0.0,0.0,0.0,0.0,But Mario super relaxing game series ever since i played it back on N64,"[('but', 'CCONJ'), ('Mario', 'PROPN'), ('super', 'ADV'), ('relaxing', 'ADJ'), ('game', 'NOUN'), ('series', 'NOUN'), ('ever', 'ADV'), ('since', 'SCONJ'), ('I', 'PRON'), ('play', 'VERB'), ('it', 'PRON'), ('back', 'ADV'), ('on', 'ADP'), ('N64', 'PROPN')]","{'CCONJ': 1, 'PROPN': 2, 'ADV': 3, 'ADJ': 1, 'NOUN': 2, 'SCONJ': 1, 'PRON': 2, 'VERB': 1, 'ADP': 1}",mario super relaxing game series ever play back n64,PROPN ADV ADJ NOUN NOUN ADV PRON VERB ADV PROPN,1.0,Mario super relaxing game series ever since play back N64,1,0,n64,1
3254,"Howdy @Terroriser , how's your night so far?",0.0,0.0,0.0,0.0,0.0,0.0,"how do you @Terroriser , how is your night so far?","[('how', 'ADV'), ('do', 'AUX'), ('you', 'PRON'), ('@Terroriser', 'PROPN'), (',', 'PUNCT'), ('how', 'ADV'), ('be', 'AUX'), ('your', 'PRON'), ('night', 'NOUN'), ('so', 'ADV'), ('far', 'ADV'), ('?', 'PUNCT')]","{'ADV': 4, 'AUX': 2, 'PRON': 2, 'PROPN': 1, 'PUNCT': 2, 'NOUN': 1}",howdy @terroriser how be night so far,PROPN NOUN ADV,1.0,@Terroriser night far,0,3,@terroriser,1
3255,A couple people are saying dead channel for no reason,0.0,0.0,0.0,0.0,0.0,0.0,A couple people are saying dead channel for no reason,"[('a', 'DET'), ('couple', 'NOUN'), ('people', 'NOUN'), ('be', 'AUX'), ('say', 'VERB'), ('dead', 'ADJ'), ('channel', 'NOUN'), ('for', 'ADP'), ('no', 'DET'), ('reason', 'NOUN')]","{'DET': 2, 'NOUN': 4, 'AUX': 1, 'VERB': 1, 'ADJ': 1, 'ADP': 1}",couple people say dead channel reason,NOUN NOUN VERB ADJ NOUN NOUN,1.0,couple people say dead channel reason,1,0,,0
3256,I love it haha,0.0,0.0,0.0,0.0,0.0,0.0,I love it haha,"[('I', 'PRON'), ('love', 'VERB'), ('it', 'PRON'), ('haha', 'INTJ')]","{'PRON': 2, 'VERB': 1, 'INTJ': 1}",love haha,PRON VERB INTJ,1.0,love haha,1,0,,0
3257,Chat is wonderful today,0.0,0.0,0.0,0.0,0.0,0.0,Chat is wonderful today,"[('Chat', 'PROPN'), ('be', 'AUX'), ('wonderful', 'ADJ'), ('today', 'NOUN')]","{'PROPN': 1, 'AUX': 1, 'ADJ': 1, 'NOUN': 1}",chat wonderful today,PROPN ADJ NOUN,1.0,Chat wonderful today,0,0,,0
3258,TERRORISER WHY IS IT SO BRIGHT IT BURNS!!!!,0.0,0.0,0.0,0.0,0.0,0.0,TERRORISER WHY IS IT SO BRIGHT IT BURNS!!!!,"[('TERRORISER', 'NOUN'), ('why', 'ADV'), ('be', 'AUX'), ('IT', 'PROPN'), ('so', 'ADV'), ('bright', 'ADJ'), ('IT', 'PROPN'), ('BURNS', 'PROPN'), ('!', 'PUNCT'), ('!', 'PUNCT'), ('!', 'PUNCT'), ('!', 'PUNCT')]","{'NOUN': 1, 'ADV': 2, 'AUX': 1, 'PROPN': 3, 'ADJ': 1, 'PUNCT': 4}",terroriser why it so bright it burns,NOUN PROPN ADJ PROPN PROPN,1.0,TERRORISER bright BURNS,8,4,terroriser,1
3259,:_terroriserLeo:😂,0.0,0.0,0.0,0.0,0.0,0.0,:_terroriserLeo:😂,"[(':', 'PUNCT'), ('_', 'NOUN'), ('terroriserLeo', 'PUNCT'), (':', 'PUNCT'), ('😂', 'EMOJI')]","{'PUNCT': 3, 'NOUN': 1, 'EMOJI': 1}",terroriserleo 😂,NOUN EMOJI,1.0,terroriserLeo,0,3,terroriserleo,1
3260,:_terroriserBlueCoin::_terroriserBlueCoin::_terroriserBlueCoin::_terroriserBlueCoin:,0.0,0.0,0.0,0.0,0.0,0.0,:_terroriserBlueCoin::_terroriserBlueCoin::_terroriserBlueCoin::_terroriserBlueCoin:,"[(':', 'PUNCT'), ('_', 'DET'), ('terroriserbluecoin::_terroriserbluecoin::_terroriserbluecoin::_terroriserbluecoin', 'NOUN'), (':', 'PUNCT')]","{'PUNCT': 2, 'DET': 1, 'NOUN': 1}",terroriserbluecoin::_terroriserbluecoin::_terroriserbluecoin::_terroriserbluecoin,NOUN,1.0,terroriserbluecoin::_terroriserbluecoin::_terroriserbluecoin::_terroriserbluecoin,0,12,terroriserbluecoin::_terroriserbluecoin::_terroriserbluecoin::_terroriserbluecoin,1
3261,hey bro,0.0,0.0,0.0,0.0,0.0,0.0,hey bro,"[('hey', 'INTJ'), ('bro', 'VERB')]","{'INTJ': 1, 'VERB': 1}",hey bro,INTJ VERB,1.0,hey bro,0,0,,0
3262,I have three devices watching,0.0,0.0,0.0,0.0,0.0,0.0,I have three devices watching,"[('I', 'PRON'), ('have', 'VERB'), ('three', 'NUM'), ('device', 'NOUN'), ('watch', 'VERB')]","{'PRON': 1, 'VERB': 2, 'NUM': 1, 'NOUN': 1}",have three device watch,PRON NUM NOUN VERB,1.0,three device watch,1,0,,0
3263,love y'all,0.0,0.0,0.0,0.0,0.0,0.0,love you all,"[('love', 'VERB'), ('you', 'PRON'), ('all', 'DET')]","{'VERB': 1, 'PRON': 1, 'DET': 1}",love,VERB,1.0,love,0,0,,0
3264,( ͠° ͟ʖ ͡°),0.0,0.0,0.0,0.0,0.0,0.0,( ͠° ͟ʖ ͡°),"[('(', 'PUNCT'), ('͠', 'NOUN'), ('°', 'PROPN'), ('͟ʖ', 'NOUN'), ('͡', 'NUM'), ('°', 'NOUN'), (')', 'PUNCT')]","{'PUNCT': 2, 'NOUN': 3, 'PROPN': 1, 'NUM': 1}",͠ ° ͟ʖ ͡ °,NOUN PROPN NOUN NUM NOUN,1.0,͠ ° ͟ʖ ͡ °,0,2,͠ ͟ʖ ͡,3
3265,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,0.0,0.0,0.0,0.0,0.0,0.0,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,"[(':', 'PUNCT'), ('_', 'PROPN'), ('terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo', 'PROPN'), (':', 'PUNCT')]","{'PUNCT': 2, 'PROPN': 2}",terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo,PROPN PROPN,1.0,terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo,0,21,terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo,1
3266,What kind of watch band does he have?,0.0,0.0,0.0,0.0,0.0,0.0,What kind of watch band does he have?,"[('what', 'DET'), ('kind', 'NOUN'), ('of', 'ADP'), ('watch', 'NOUN'), ('band', 'NOUN'), ('do', 'AUX'), ('he', 'PRON'), ('have', 'VERB'), ('?', 'PUNCT')]","{'DET': 1, 'NOUN': 3, 'ADP': 1, 'AUX': 1, 'PRON': 1, 'VERB': 1, 'PUNCT': 1}",kind watch band have,NOUN NOUN NOUN,1.0,kind watch band,0,1,,0
3267,it has,0.0,0.0,0.0,0.0,0.0,0.0,it has,"[('it', 'PRON'), ('have', 'VERB')]","{'PRON': 1, 'VERB': 1}",have,,1.0,,0,0,,0
3268,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,0.0,0.0,0.0,0.0,0.0,0.0,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,"[(':', 'PUNCT'), ('_', 'PROPN'), ('terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo', 'PROPN'), (':', 'PUNCT')]","{'PUNCT': 2, 'PROPN': 2}",terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo,PROPN PROPN,1.0,terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo,0,30,terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo,1
3269,Leo,0.0,0.0,0.0,0.0,0.0,0.0,Leo,"[('Leo', 'PROPN')]",{'PROPN': 1},leo,PROPN,1.0,Leo,0,0,,0
3270,tell vanoss or wildcat to play 🥺,0.0,0.0,0.0,0.0,0.0,0.0,tell vanoss or wildcat to play 🥺,"[('tell', 'VERB'), ('vanoss', 'ADP'), ('or', 'CCONJ'), ('wildcat', 'NOUN'), ('to', 'PART'), ('play', 'VERB'), ('🥺', 'EMOJI')]","{'VERB': 2, 'ADP': 1, 'CCONJ': 1, 'NOUN': 1, 'PART': 1, 'EMOJI': 1}",tell wildcat to play 🥺,VERB ADP NOUN VERB EMOJI,1.0,tell vanoss wildcat play,0,0,vanoss,1
3271,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,0.0,0.0,0.0,0.0,0.0,0.0,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,"[(':', 'PUNCT'), ('_', 'NOUN'), ('terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo', 'VERB'), (':', 'PUNCT')]","{'PUNCT': 2, 'NOUN': 1, 'VERB': 1}",terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo,NOUN VERB,1.0,terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo,0,12,terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo,1
